Time,Pitch (rad),Pitch Rate (rad/s),Velocity (m/s),Desired Velocity,Yaw (°)
0.001,5.156620156177409,0.0,-0.8431,0,0.0
0.002,5.0625430425849425,-0.3940692919106903,0.13004840981843624,0,-3.742884119481571e-07
0.003,5.060038709732706,-0.010490124920973731,0.003451297633979113,0,-3.462248501120097e-07
0.004,5.039675438225573,-0.08529747222648087,0.028142619117409347,0,-3.53981265778797e-07
0.005,5.02276653805627,-0.07082783540288766,0.023350382153111995,0,-3.5506298077774545e-07
0.006,5.005179497212178,-0.07366842441890832,0.024303153931247996,0,-3.5764739484210713e-07
0.007,4.987700727509582,-0.07321489932195228,0.02413424036970123,0,-3.6024062097913867e-07
0.008,4.970198423746371,-0.07331347856452969,0.024187236936157385,0,-3.630242141858512e-07
0.009000000000000001,4.952693129057447,-0.07332600692486241,0.02419514163963846,0,-3.659841197368526e-07
0.010000000000000002,4.935164618455994,-0.07342325351185912,0.02420833976947976,0,-3.6921003051625765e-07
0.011000000000000003,4.917638237585911,-0.07341433251395806,0.024226263494388115,0,-3.725801661342019e-07
0.012000000000000004,4.900101124323278,-0.07345928825474175,0.024239726104591283,0,-3.7615327982079793e-07
0.013000000000000005,4.88253415235901,-0.07358436009168756,0.02424969292429732,0,-3.800332275922613e-07
0.014000000000000005,4.864969808193585,-0.07357335279362509,0.024267829079639376,0,-3.840587166988032e-07
0.015000000000000006,4.847394921832435,-0.07361751183982025,0.02428067147737642,0,-3.882881452753264e-07
0.016000000000000007,4.82979092604266,-0.0737394451293033,0.024290331145332453,0,-3.928223180176567e-07
0.017000000000000008,4.644206255231404,-0.7775346076154623,-0.040326745069515446,0,0.24156437478414275
0.01800000000000001,3.9900381411946517,-2.7389372607115483,0.07888868164680339,0,0.2857745754532918
0.01900000000000001,3.4445762701488403,-2.2842501891222877,-0.031370619505924825,0,0.2999139299290261
0.02000000000000001,2.9246722551696513,-2.1777480152051307,-0.031006871088991663,0,0.28689064547375276
0.02100000000000001,2.437037489006101,-2.0429374824842848,-0.0486188136828063,0,0.2536639901522246
0.022000000000000013,2.0127173814540043,-1.7780233681367617,-0.07096864247796046,0,0.16842798629843755
0.023000000000000013,1.675501161569123,-1.4127281640570435,-0.10672839167106044,0,0.04620409221600432
0.024000000000000014,1.4339427267102305,-1.0118380845759016,-0.12999132489800388,0,-0.04933897116107049
0.025000000000000015,1.2347250777646948,-0.834539990963991,-0.1234627451049754,0,-0.12887968934573518
0.026000000000000016,1.0533554981229916,-0.759799452781621,-0.12300278495310381,0,-0.2689773830272157
0.027000000000000017,0.9473497484981943,-0.4439912770651425,-0.15642481038973455,0,-0.42338615013215514
0.028000000000000018,0.911515955868058,-0.15015211270541567,-0.16680207734523433,0,-0.5785814841884014
0.02900000000000002,0.8874600111165393,-0.10076845186145886,-0.1674370897897298,0,-0.6748216573295291
0.03000000000000002,0.7779458463248031,-0.4585481137439026,-0.13548285862407344,0,-0.7541025367310831
0.03100000000000002,0.6145516450997485,-0.6842501452344952,-0.1284643826584414,0,-0.8407499618948697
0.03200000000000002,0.47221480800566384,-0.5957281504563275,-0.13699291398105126,0,-0.9870273346773275
0.03300000000000002,0.4217249938483485,-0.21112688170009747,-0.1706402414273305,0,-1.132195119059042
0.03400000000000002,0.3927221343795097,-0.1213284923770345,-0.16791049213178438,0,-1.2143910543962482
0.035000000000000024,0.28581511274140603,-0.4467184498596616,-0.1368906406487144,0,-1.2781172137152785
0.036000000000000025,0.10342297858379851,-0.7653785457396658,-0.12127918365337004,0,-1.4009669885443599
0.037000000000000026,-0.0009820812986259236,-0.4374673006417413,-0.15583257309838414,0,-1.5524380954176824
0.03800000000000003,-0.038666400276560715,-0.15787644651036448,-0.1694562303717656,0,-1.7182537180108326
0.03900000000000003,-0.028172682342849805,0.04392065725829086,-0.1774998554341955,0,-1.8656660173799426
0.04000000000000003,-0.017084528087765807,0.04630801894132676,-0.16749241782684038,0,-1.945307701932995
0.04100000000000003,-0.09411175485902686,-0.3230566797104627,-0.13224429216065992,0,-2.039120220576074
0.04200000000000003,-0.20950044822210337,-0.4834708304877188,-0.1381186956984715,0,-2.138256636719341
0.04300000000000003,-0.3128247293722673,-0.4320753740112887,-0.14291572632875274,0,-2.2896936360753144
0.04400000000000003,-0.3258580526430344,-0.05348969526138414,-0.1737983572136564,0,-2.456450255631066
0.04500000000000003,-0.30128208833317827,0.10282813530264781,-0.17655636769406532,0,-2.568841474019645
0.046000000000000034,-0.35041589028130626,-0.20535207989968002,-0.14716515636596217,0,-2.6844161280779506
0.047000000000000035,-0.41750548179369373,-0.2799946869696891,-0.15100612935686417,0,-2.7621522924378414
0.048000000000000036,-0.5513365724726716,-0.5581725317695503,-0.12942657688591336,0,-2.831971935839378
0.04900000000000004,-0.7391337230456256,-0.7890072264886193,-0.11641189223553228,0,-2.993031864461161
0.05000000000000004,-0.8351835792450196,-0.3994314549103249,-0.16678894594065585,0,-3.195826631885047
0.05100000000000004,-0.8743803177200115,-0.16290299919002074,-0.18088537664139384,0,-3.4125593092649678
0.05200000000000004,-0.8525047921207145,0.09176972799575997,-0.18938500956097812,0,-3.6393901029761495
0.05300000000000004,-0.7723388441768823,0.33550698009324725,-0.19548802325485176,0,-3.8661066497611674
0.05400000000000004,-0.6825765841151819,0.3765286494331621,-0.19001828737254864,0,-4.044210400944628
0.05500000000000004,-0.5666707876199149,0.4830393481147365,-0.16980036921843913,0,-4.136793864975724
0.05600000000000004,-0.552182473273566,0.06190323906387074,-0.12544076140197977,0,-4.228417549186404
0.057000000000000044,-0.589581530302465,-0.15875894852292333,-0.12095998233034415,0,-4.347407722240207
0.058000000000000045,-0.615088460560726,-0.1077070033126658,-0.12949261251669464,0,-4.435045032654333
0.059000000000000045,-0.7231063472034237,-0.4532316417697844,-0.10256923409278709,0,-4.535746832205912
0.060000000000000046,-0.7928403717063683,-0.2924512793388793,-0.11808238605811802,0,-4.6851646190118625
0.06100000000000005,-0.7903227034282575,0.01083827186203662,-0.1428939964018515,0,-4.856248122144697
0.06200000000000005,-0.7395140577087851,0.21198606255550315,-0.14769919598704717,0,-5.008984089342919
0.06300000000000004,-0.6899053812378306,0.20723727091755573,-0.13419503765816493,0,-5.101271575272473
0.06400000000000004,-0.7309518123507739,-0.1715107039641373,-0.09951288733440078,0,-5.208521979937537
0.06500000000000004,-0.7564269318979504,-0.10700290245779324,-0.10882865116755569,0,-5.299138505479599
0.06600000000000004,-0.8468145038444572,-0.37735516591809215,-0.0906853296788069,0,-5.384461153879959
0.06700000000000005,-0.9269828259703732,-0.33423798631757984,-0.09447905667842212,0,-5.524856077993131
0.06800000000000005,-0.9263189448821894,0.0032273540278209834,-0.12427337140071079,0,-5.682707443382292
0.06900000000000005,-0.8776321433921843,0.20187039340266577,-0.12496015402810833,0,-5.808933571925059
0.07000000000000005,-0.8332866526119024,0.18511780961551377,-0.10614895772014572,0,-5.877484973200428
0.07100000000000005,-0.871518537368356,-0.15749333734120327,-0.07558185977905775,0,-5.955381813586118
0.07200000000000005,-0.9456274318156397,-0.30761804452123626,-0.08000862404548575,0,-6.0337378658298215
0.07300000000000005,-1.0203556212348932,-0.3087300466929384,-0.08198286753020867,0,-6.147009722997927
0.07400000000000005,-1.027029654678071,-0.025870114921460796,-0.09954338285506677,0,-6.258331538150295
0.07500000000000005,-1.0404793816323903,-0.054782282274505406,-0.08856913497750935,0,-6.319699179297658
0.07600000000000005,-1.1277941250074428,-0.3585115232764907,-0.0629655105870942,0,-6.3734176428179286
0.07700000000000005,-1.2563753936715212,-0.5405363368932189,-0.05001147070873152,0,-6.51518374202449
0.07800000000000006,-1.3127507151025757,-0.23421946946420685,-0.09666784096124675,0,-6.684556978499557
0.07900000000000006,-1.3174906100258168,-0.02238453241063393,-0.10490895941545585,0,-6.8691998524366555
0.08000000000000006,-1.2606696204437977,0.23347732687495332,-0.114090841432022,0,-7.0676177702886545
0.08100000000000006,-1.1541791816455387,0.441095263469986,-0.11790576637647418,0,-7.263121587022788
0.08200000000000006,-1.0033956442530705,0.6238210813306821,-0.11211780407629178,0,-7.376447608303717
0.08300000000000006,-0.889148223458648,0.47155216880365425,-0.07417844772933391,0,-7.493107012964617
0.08400000000000006,-0.7703876279149022,0.49189971765424145,-0.07518529467771991,0,-7.5484006438115
0.08500000000000006,-0.7052721108133243,0.2650947054553484,-0.042447292273707984,0,-7.62518711900239
0.08600000000000006,-0.6970279708349587,0.03728783501278565,-0.04663350782034906,0,-7.64870412826772
0.08700000000000006,-0.7687035484295648,-0.28854353339726224,-0.016640469454152693,0,-7.66373546464078
0.08800000000000006,-0.9192422746875163,-0.6306333517133285,0.002809610212078234,0,-7.716041086906918
0.08900000000000007,-1.0449882167337912,-0.5255936520255484,-0.02005345916988345,0,-7.813146628198533
0.09000000000000007,-1.1118369994601383,-0.27972583456169287,-0.04300927624575901,0,-7.9302064769509135
0.09100000000000007,-1.1144290440081697,-0.013325837894174575,-0.05368107571622309,0,-8.059429240820796
0.09200000000000007,-1.0590095626953338,0.22771917804339323,-0.056872342693041825,0,-8.179411857886153
0.09300000000000007,-0.9958830934982492,0.2616865789046154,-0.04444908369485509,0,-8.242324320194184
0.09400000000000007,-1.0258018090830308,-0.12120312396039212,-0.009633236178406904,0,-8.30985028010933
0.09500000000000007,-1.0543646941413507,-0.11863622942151794,-0.01564788484877469,0,-8.401631010573805
0.09600000000000007,-1.0204609697137212,0.1432728876902187,-0.03329270896141982,0,-8.514232685929368
0.09700000000000007,-0.9708597067816723,0.20828607721848313,-0.03463055221573398,0,-8.588869428309055
0.09800000000000007,-0.9644185560943535,0.024479675324079297,-0.007841517807071277,0,-8.667593784992356
0.09900000000000007,-0.9555049208260122,0.03762966731242593,-0.012363112075376367,0,-8.714802890858675
0.10000000000000007,-1.0157128692097894,-0.2524266811764184,0.014163325501413346,0,-8.788001622733029
0.10100000000000008,-1.0029478628735276,0.05592363425493163,-0.021336400074198,0,-8.905259902984628
0.10200000000000008,-0.9306836089078593,0.30266874668998833,-0.03680597517126752,0,-9.0241174475744
0.10300000000000008,-0.8514393179201166,0.32967083140864073,-0.029398434267496887,0,-9.097146034395777
0.10400000000000008,-0.8192108212145468,0.13150183386290584,-4.0320022388559695e-05,0,-9.175917685983995
0.10500000000000008,-0.7902859354564882,0.12004916981075182,-0.001855737404915167,0,-9.202337866534457
0.10600000000000008,-0.830593226334951,-0.17198329074396274,0.034465100307521854,0,-9.258588643120603
0.10700000000000008,-0.8286807752164003,0.009555759228028982,-0.0013997302204665774,0,-9.35841317816824
